distance,duration
386.231028,0.610995
63.727922,0.130009
90.213203,0.173982
9.414214,0.019994
623.740644,0.464012
463.742012,0.324992
70.242641,0.327005
486.268664,0.260000
215.823387,0.191996
42.656854,0.060998
121.414214,0.166994
118.071068,0.124001
218.378494,0.228005
43.414214,0.143993
476.785850,0.356984
322.111461,0.299992
284.179812,0.206009
172.242641,0.451003
46.414214,0.166998
246.899495,0.528995
195.656854,0.277995
222.425175,0.188001
199.313708,0.446993
483.056421,0.238988
20.414214,0.094964
304.954757,0.226001
308.184056,0.499003
180.485281,0.285009
218.623039,0.274995
276.313708,0.659999
199.485281,0.207994
603.118317,0.410996
141.713825,0.177991
37.656854,0.178989
465.796663,0.346997
147.313708,0.165996
120.355339,0.201945
250.521581,0.373996
156.337815,0.164985
194.812031,0.124947
314.359728,0.270004
45.828427,0.161996
131.779272,0.159992
45.478709,0.080985
82.828427,0.384000
307.551182,0.200988
768.219934,0.376002
63.449271,0.080999
532.129560,0.858996
14.000000,0.059999
604.853011,0.524995
575.338749,0.279988
15.828427,0.041992
88.384776,0.180003
920.953365,0.514990
120.384776,0.384036
302.299382,0.192985
26.414214,0.096998
378.675233,0.214997
58.414214,0.134003
268.064681,0.239992
407.434222,0.619988
474.096198,0.392990
167.252650,0.149001
275.965542,0.260999
209.952377,0.165989
186.082309,0.212995
499.124697,0.252986
71.384776,0.129005
130.012193,0.236997
366.109334,0.345991
220.587029,0.266015
194.321523,0.321998
658.932940,0.577003
206.128990,0.188995
820.162656,0.487000
652.487926,0.382990
219.373173,0.137997
605.320342,0.331982
192.732591,0.213992
579.599624,0.339959
330.195680,0.189990
764.637038,0.489019
23.414214,0.140985
56.656854,0.145001
802.996060,0.441999
316.548953,0.186999
688.121902,0.494000
169.128038,0.233004
114.969611,0.141989
652.446855,0.371976
250.712872,0.265994
182.119995,0.124994
480.891028,0.568989
421.595426,0.209988
79.142136,0.112982
23.828427,0.101995
710.454165,0.338999
482.699988,0.243994
239.325912,0.191992
413.137705,0.401997
158.908262,0.155000
641.453202,0.312005
165.322476,0.156983
633.101591,0.570995
852.008156,0.536000
598.643054,0.237001
481.294571,0.502998
45.242641,0.114002
681.598375,0.360998
23.000000,0.123007
337.311976,0.179998
36.727922,0.070006
296.827485,0.199994
181.313708,0.243005
461.878142,0.267992
506.478667,0.429997
283.481483,0.231002
362.479289,0.399001
190.513767,0.203003
187.313708,0.161010
309.331314,0.387009
606.784402,0.372994
